bedroom_count,net_sqm,center_distance,metro_distance,floor,age,price
2,100.7273155,897.15,74.3314013,17,25,98932.99164
2,40.31437439,1072.25,107.3614816,13,67,92844.16971
2,49.89856274,1343.07,124.7868591,2,44,90137.32053
2,52.61058488,1604.9,214.6682757,22,15,97228.73766
2,24.96752224,1755.38,165.3062385,13,71,88779.75411
2,60.40175121,1643.93,84.32579325,7,48,91721.83648
2,95.77596375,125.71,87.25186685,3,58,95552.7134
2,56.64637411,1292.43,154.5435727,7,35,94158.42779
2,31.74265075,1051.71,81.23526324,13,19,92425.71326
2,47.18268963,1767.89,150.6221853,10,50,91261.35622
2,95.58299826,1040.81,86.96626086,23,86,93787.61827
2,71.73012,60.01,66.47014797,7,85,97092.53591
2,40.35722352,1647.48,138.6311086,6,71,90576.98893
2,51.29440726,1463.53,130.0517359,2,51,90344.68607
2,39.59058195,1558.89,63.75992513,8,66,88688.59052
2,58.52273001,1493.41,144.7414256,9,55,90518.33718
2,28.22065962,230.62,47.30792535,9,76,92843.72503
2,83.29149618,602.96,66.22367903,5,46,94277.14194
2,37.17353843,1414.88,197.2340131,13,96,91735.61395
2,69.5505276,1697.06,155.4939677,5,96,89747.00285
2,71.84757518,1246.52,127.1356728,24,45,95919.27743
2,58.72487099,1718,237.0452005,22,54,92489.7361
2,83.11018434,719.51,41.96463261,21,31,97349.71735
2,51.30291903,593.68,124.7391376,6,5,94559.71315
2,18.71252508,1217.37,156.3697574,8,31,90835.80806
2,32.38729374,734.2,99.99700494,2,69,94464.30219
2,128.1533453,38.15,19.78681046,18,95,97160.08103
2,46.85127103,167.21,96.62877138,12,14,96655.57387
2,49.77820632,502.96,64.15435849,21,85,94852.86797
2,102.410462,1965.12,184.8087337,20,87,94673.52156
2,114.730215,1520.44,146.4827978,12,84,93501.76712
2,56.62658096,1012.73,129.6793527,9,91,92572.92089
2,76.87396802,817.85,67.08451331,3,21,93718.57458
2,65.61665886,530.34,138.8263549,15,50,97293.65523
2,57.17926393,720.53,61.06517647,9,59,94310.10778
2,54.55116312,342.82,51.89971421,2,75,94646.19711
2,53.38978414,659.99,71.72920931,9,7,94641.92284
2,15.83064256,797.05,40.45664824,12,31,93011.04616
2,108.4150181,1486.3,183.3738414,3,79,94472.71528
2,25.97258177,1369.32,218.491982,1,8,93422.93086
2,42.26694208,566.4,50.23713902,3,90,92413.35072
2,17.82646525,629.63,41.64276072,6,25,94915.90773
2,79.83062819,1470.05,144.8544058,6,7,93989.86756
2,97.99099806,1153.13,156.5195963,18,42,98439.35258
2,22.73952475,1160.39,152.4374871,20,13,96797.23017
2,93.35800206,1905.54,150.6736459,1,85,91394.3484
2,77.87831352,862.29,63.76495026,1,49,93315.22127
2,63.87477922,943.43,141.1039653,17,64,96601.22635
2,23.36959701,1691.4,143.5528051,7,62,87823.15645
2,69.91072053,1834.23,139.579223,15,24,93310.75782
2,35.33266335,1220.67,179.4862225,7,89,90985.20747
2,86.91179232,1130.9,153.6602834,10,77,95699.29823
2,97.21731454,939.34,85.48018959,18,65,95057.88195
2,74.88242112,414.26,66.76858028,8,54,95820.67209
2,63.02682078,1814.28,65.14859954,16,68,89991.48358
2,82.61093696,164.74,94.06762637,15,26,100993.8378
2,63.29786424,1991.66,211.6477896,24,63,93808.256
2,29.00745909,1715.15,93.64343085,21,4,91207.19813
2,92.39906739,720.99,108.4371891,16,73,95736.16472
2,61.26928834,1902.04,127.2850692,16,92,90363.99717
2,81.0356405,933.62,148.8332934,20,36,97492.36931
2,50.23604014,1331.59,150.6660656,24,93,94717.45775
2,51.36578721,1638.63,174.306526,23,37,92572.67052
2,90.78785453,102.26,29.43817278,10,13,98947.67236
2,65.33729742,263.13,33.2542436,7,8,98755.04141
2,85.36743711,1002.59,134.25866,17,41,94582.82696
2,37.03556946,842.67,80.13789867,18,28,93755.65136
2,69.14830446,1351.76,159.2557294,19,30,95024.63434
2,72.2044563,1225.39,138.4345859,11,41,93082.53836
2,24.31261931,1667.08,90.28785974,14,76,88025.48586
2,39.76089992,1292.18,91.27571663,20,35,93493.29827
2,33.03340181,299.36,39.58257527,19,68,98047.01345
2,52.57556966,989.98,68.69746455,12,40,93732.88848
2,110.4784067,1118.95,189.438428,9,19,97769.11594
2,41.11416783,313.93,8.596040262,8,22,96096.09462
2,81.77517843,1574.67,133.6093776,24,76,95107.31573
2,99.66725125,299.38,65.41570891,7,28,96889.92369
2,89.69449895,1249.13,128.9483372,13,49,96125.08237
2,73.78210774,980.38,80.97047714,23,95,93060.12565
2,42.89001586,904.83,43.61002356,2,10,94726.00113
2,29.00363679,1778.93,175.1794029,24,82,92260.46316
2,72.18438861,1443.38,181.859022,7,48,93268.18005
2,35.85892865,770.52,93.3015612,17,16,95032.87347
2,68.26381195,1933.45,135.1013239,6,78,90565.10628
2,65.16684597,1210.81,195.8116478,17,93,94085.6404
2,91.87288034,1260.56,161.4782612,16,54,96001.46598
2,77.33626345,1144.7,114.3150239,16,25,96804.04802
2,110.9072171,1852.34,282.750592,13,26,95665.87409
2,58.84088217,1132,107.7345436,2,82,91551.57944
2,92.70680468,168.12,41.84085854,20,2,101470.0049
2,35.21953203,691.57,78.13555486,23,86,94359.14576
2,50.8015096,1491.22,155.9501979,8,49,90927.93642
2,32.47243103,1505.22,162.474523,7,58,90984.66822
2,114.2315656,262.64,60.25880049,15,91,96600.18388
2,51.17953963,1195.26,88.81227996,1,79,92615.59046
2,57.1394158,1165.9,90.34890068,22,53,95914.2541
2,111.6210532,1664.68,62.77005958,1,35,91428.81987
2,102.5567098,1296.18,77.64097967,22,5,97163.60041
2,67.30646839,464.28,55.34083982,10,90,95148.98159
2,67.38738587,1287.52,168.1279688,8,30,93733.85721
2,85.44636969,1755.49,187.9460763,8,67,92413.86223
2,62.89764144,1705.29,136.4414828,2,89,90938.60874
2,68.41817397,1434.81,65.9742544,8,16,91417.20903
2,23.83625166,919.01,140.2975987,3,55,93367.7435
2,42.09309945,955.89,56.56865067,12,17,94740.50034
2,38.97790883,1522.56,114.6071497,5,34,89387.83624
2,39.95325246,1128.42,108.1364984,14,82,91031.15003
2,41.49427974,1631.69,76.57409763,4,63,88862.03156
2,119.0962354,1255.81,95.53379099,6,81,92298.21663
2,68.21986281,455.6,142.1775975,1,60,93816.50501
2,69.94365263,732.85,91.22584693,1,64,93634.29629
2,111.7926893,919.74,100.7390578,14,33,96432.09019
2,39.78654194,1076.3,209.0470947,23,35,97587.59569
2,57.98430454,625.07,152.3725378,18,28,96698.01058
2,99.04502258,793.19,141.6553719,15,29,96123.54638
2,97.00071928,1193.55,188.3222135,8,15,96024.23407
2,34.72769088,613.3,13.97654393,14,15,94015.47921
2,63.83818147,289.64,47.19661861,18,46,99243.20926
2,78.10471143,294.43,53.87272861,21,55,100126.4238
2,36.05089883,1012.46,50.43167584,7,4,94474.49659
2,19.8324352,1249.54,40.00271946,16,59,89518.26379
2,63.72701979,1472.83,66.66883284,23,77,93792.87171
2,46.16093098,74,33.710411,1,59,93961.80887
2,23.86157707,409.87,32.63251987,4,14,95124.54372
2,64.90549185,497.39,16.55004833,10,36,93832.07225
2,22.94045945,765.97,117.2757006,1,58,92963.20937
2,54.15852953,1860.69,192.8654955,9,59,92102.73629
2,65.36211539,1634.81,109.3597637,9,44,92416.63142
2,96.51269369,49.76,30.64148693,9,78,95426.26469
2,86.80282428,1011.27,64.13513157,4,57,94015.68632
2,91.99266651,1807.32,167.6190431,18,96,93199.03739
2,73.13297135,390.21,113.9338486,10,56,95441.51709
2,40.6033852,695.97,87.753712,8,78,92941.99439
2,22.64576045,773.11,26.46655001,19,14,94668.47596
2,69.68805557,1672.79,158.5841595,11,33,93537.91609
2,72.63618404,1530.44,218.1657078,19,67,93653.5856
2,28.35584834,1298.6,88.79506252,21,37,91605.96381
2,81.22228014,193.56,27.78393735,24,9,99121.74128
2,91.63274209,590.78,68.55682873,6,25,95831.06324
2,42.63131093,1685.69,159.6746234,9,0,91292.69566
2,63.72643196,1478.37,35.12585224,21,43,92547.57316
2,15.96334432,1434.49,56.7830468,23,51,91672.64479
2,82.34252487,370.14,10.69508622,20,83,98094.89007
2,42.37633376,402.89,52.23169167,5,0,97293.81685
2,123.8888134,1746.14,150.2636393,20,33,96410.18536
2,42.48717694,887.29,31.99872634,3,59,93094.5281
2,100.7809529,1869.89,100.868884,13,25,90641.13434
2,36.681763,311.7,7.975122775,10,30,93993.06962
2,107.850594,1933.44,199.6514229,5,29,92733.6446
2,38.8214549,342.05,60.91988282,10,55,94555.14754
2,83.98216949,1305.96,87.80391151,23,9,97468.63442
2,118.5665307,1733.93,143.2558165,12,84,93940.96595
2,38.38052039,1382.39,107.012781,24,35,95945.7998
2,78.09783095,1254.74,73.80825165,18,9,97149.32212
2,44.60755339,984.75,119.8834328,18,6,95379.83396
2,79.94761162,736.73,40.2236245,18,18,95853.2847
2,22.23158765,1277,111.2740177,23,77,92258.40043
2,46.94472261,1405.02,61.5828172,4,21,89389.24944
2,52.70337345,653.84,42.59885208,3,2,93635.89533
2,101.7680393,1898.39,135.289782,24,50,95001.3066
2,26.35822958,1545.62,119.6980904,19,95,90851.98278
2,86.23243879,511.88,43.07279987,3,60,96426.52692
2,57.51160108,489.53,33.05391101,5,21,94254.71311
2,50.83239522,411.44,35.73967209,2,27,93432.55904
2,67.48391642,302.36,84.47550865,15,27,97172.70672
2,25.34520767,711.32,81.3435221,13,55,95506.67965
2,40.81718051,1063.48,134.4212305,3,84,93629.94131
2,126.7030941,1760.86,119.7544516,22,61,94770.54128
2,100.4266051,784.28,75.83055825,22,79,96680.2059
2,57.492024,1309.32,124.5344461,9,3,94538.97442
2,57.16380326,780.7,39.63171306,17,85,92154.07758
2,71.9832519,1878.32,127.9073838,10,63,90117.13193
2,79.83731017,1111.02,25.4785306,23,63,94139.32722
2,91.33636557,640.37,132.4402818,11,19,99050.51405
2,79.6297177,1046.43,45.55855553,6,77,91779.66762
2,87.00621266,1932.78,241.2612537,3,19,92574.23741
2,70.35007235,1825.22,140.8951413,15,71,90770.35938
2,79.03704302,1334.71,76.99923501,21,20,95874.17284
2,51.76778864,1473.88,163.775157,15,54,93525.77346
2,83.13545986,1054.18,123.2991459,1,24,94909.04085
2,64.49687452,471.14,25.76201176,11,35,97769.84826
2,89.10091154,1710.79,177.9923248,12,46,93171.35911
2,52.54771245,1217.26,61.1440968,2,57,90851.31322
2,71.12988242,608.28,96.3127529,15,35,96945.28696
2,114.9102531,995.57,113.9999341,21,68,96239.42569
2,33.25546835,907.53,35.6951655,1,89,89604.072
2,104.8996672,480.6,175.4007861,24,55,99566.52587
2,48.35786766,812.34,100.1167513,13,47,96680.38119
2,97.18060897,1171.34,219.9439535,16,88,94808.79306
2,51.8354436,1395.95,205.6488909,3,87,92494.2897
2,89.0591942,744.52,57.56506099,2,72,91681.06723
2,50.16102372,839.9,54.97741227,21,82,92461.28353
2,89.34284887,1404.1,106.1960408,19,91,93140.68489
2,15.27632113,1065.01,4.349472479,24,14,95563.39507
2,37.23182161,817.66,85.9277012,1,76,92461.30608
2,76.79083465,678.12,137.328678,22,95,98639.02656
2,78.02094528,1630.7,108.1244059,4,72,89972.71429
2,41.12395558,1807.74,206.79943,9,54,91613.59699
2,35.24335545,712.94,1.534932925,12,97,93647.9386
2,59.44136753,1403.57,149.1867823,19,69,94465.91858
2,59.69883075,1986.16,226.8714872,19,17,93294.61958
2,81.92935177,1395.7,164.154848,9,92,91784.85831
2,123.944656,1845.07,178.2147108,2,55,93841.74785
2,50.4658854,176.63,35.41494718,5,51,96387.58289
2,88.4607755,199.28,97.36173455,1,82,94557.52504
2,80.0289691,975.94,62.28829094,17,55,94306.36636
2,47.46428142,1314.79,157.067516,5,36,91467.69262
2,26.31691655,1197.13,128.3084121,6,68,90729.15057
2,82.80506897,1996.01,155.4784229,4,18,91970.9279
2,45.55553583,564.55,50.93805912,1,66,94935.78863
2,84.5572683,1433.93,181.0580123,24,3,98226.89129
2,73.72131556,1772.16,167.7265905,12,6,95317.74343
2,56.05418463,591.22,97.46917706,5,70,95178.7163
2,91.16059095,1632.11,220.5781408,13,80,92895.18939
2,63.16465759,1795.68,181.0658984,11,75,92755.9394
2,78.37802235,617.37,114.1153532,4,38,97632.09815
2,17.76479769,289.01,9.682851116,20,85,96775.66094
2,32.68185908,1297.25,116.3420059,23,80,92904.23293
2,75.50800678,692.13,36.16072918,4,63,91770.9169
2,15.34014517,588.49,105.1129797,4,18,92968.40234
2,28.58957007,917.67,103.2948677,23,79,93028.72326
2,89.66322658,606.55,29.22777691,12,0,95300.38743
2,67.67707418,512.59,53.86654168,9,58,96460.27716
2,28.86945088,991.39,141.3035194,12,31,93975.98993
2,118.0145336,356.01,30.07750045,9,40,98912.32308
2,28.9725195,825.72,26.86815946,21,2,96400.43942
2,50.90710069,576.14,90.29113222,8,4,96519.59522
2,36.20737764,986.74,67.74022063,15,4,95951.44298
2,88.78136874,1181.36,82.85686319,16,89,93898.35207
2,53.99656938,793.6,115.2087839,9,37,95911.77548
2,105.7784328,1501.12,66.84265614,9,27,91709.44726
2,88.07710174,691.84,159.6205321,23,54,100738.4071
2,34.08267503,1266.41,89.96479791,2,67,88683.51794
2,55.94650084,1534.85,111.9739528,14,62,91760.22229
2,45.89763279,200.84,69.13683716,10,31,97337.13917
2,52.93843967,166,50.37476366,1,47,96754.0757
2,39.04769576,1326.54,241.950086,7,26,95511.01308
2,45.9205539,1768.04,148.5633008,7,94,89008.0964
2,49.90595109,172.05,9.464168067,7,60,94644.03506
2,28.78772718,1615.45,71.424701,24,67,90752.99194
2,77.66458145,516.17,29.85018613,6,28,96707.8487
2,31.34061394,1373.91,87.58033522,9,66,90587.30043
2,51.52719774,1691.19,129.7687493,19,58,93584.95523
2,33.38287298,1604.87,57.22891217,23,95,90125.40146
2,122.6672599,1179.75,189.207878,6,43,97185.76401
2,36.93772615,1715.64,14.29746008,17,3,90107.74669
2,90.6326609,1791.88,101.8479789,2,29,90355.72318
2,87.08316412,886.57,49.59932236,12,69,95595.64636
2,62.44519967,872.73,21.06799684,14,77,94158.66971
2,101.9995573,1697.01,207.646077,23,93,95656.99371
2,100.6092427,1451.53,123.7457411,12,67,93637.87438
2,41.99176262,906.04,82.81288022,1,52,92423.64318
2,86.03392756,182.3,46.92658822,22,1,99472.61542
2,65.35956683,1051.27,108.9149263,14,37,95661.55055
2,51.04343517,590.28,102.0535649,2,82,93005.76958
2,82.44243961,844.32,20.51492232,13,3,95580.58798
2,57.11625628,1338.59,93.09719497,7,78,89934.6196
2,36.67401239,1416.15,160.7518573,14,46,93341.65805
2,97.88185252,1877.46,42.2436769,10,3,91520.69077
2,40.84227868,1728.28,86.78597603,24,54,91183.55153
2,99.78480106,1319.35,143.7911116,20,89,94715.18856
2,89.69484654,1540.62,114.6433483,11,56,93189.40021
2,46.18533483,980.56,135.0557775,9,19,96831.93916
2,68.53881824,506.25,86.02151484,1,12,96382.21439
2,75.76445773,1492.75,74.44285599,7,91,88514.45767
2,108.9761673,875.47,99.12515437,18,53,98203.75763
2,46.1851589,114.96,70.43129278,20,25,97955.20592
2,37.85125763,1809.86,170.2591201,10,22,89586.78958
2,69.67561728,893.46,124.3808971,8,68,95400.46397
2,99.28612266,368.07,64.89752633,21,18,101408.3238
2,83.44014227,1120.63,127.9872392,14,78,95897.27847
2,115.3373731,1006.77,126.4062447,14,54,97794.43767
2,93.90327261,1801.77,12.42865699,19,86,88901.32964
2,62.30621706,601.18,98.15307805,17,40,97515.95944
2,58.50214844,1038.56,183.8769905,4,61,94405.55088
2,39.90457073,1016.35,113.3034237,18,17,96692.70077
2,95.43621073,268.62,33.81224982,23,63,98529.77495
2,38.12164736,747.6,102.1059337,13,69,95625.98453
2,26.04224739,249.47,39.36357368,13,77,95064.09665
2,12.75429629,171.28,48.00426309,1,49,95656.91925
2,114.2124013,1146.18,103.22975,17,19,98673.52168
2,26.01686669,1807.91,124.3766573,21,48,89512.28993
2,80.06484081,737.26,16.44381359,12,86,91981.73691
2,70.08039289,1530.59,69.10097245,11,1,92297.97453
2,124.558761,1404.17,214.4386064,19,6,99006.21557
2,26.20129202,1400.07,163.7110832,3,71,90681.75559
2,54.77570596,1804.7,131.1716305,23,80,91684.92648
2,45.90818829,1847.1,146.7193653,4,32,88782.41215
2,86.13693321,908.59,87.40097655,7,97,92516.66605
2,40.08913581,1056.37,62.29604853,7,93,89591.77065
2,119.4680806,1919.22,176.1056429,22,61,95459.4063
2,22.18835976,839.44,114.4298069,2,93,93203.11243
2,42.6430106,835.26,73.38626332,22,37,94873.04632
2,81.10098907,1278.4,131.8567871,4,77,94157.28894
2,93.27960639,1571.42,185.752377,9,53,92249.77468
2,95.50410297,1696.7,166.94253,11,44,95046.31141
2,95.80429434,69.61,4.838456508,18,6,101335.3714
2,43.2346113,1655.56,132.7638867,13,52,90608.71191
2,79.26780137,1534.32,111.6453073,23,2,95085.67361
2,36.91751044,685.87,70.41389265,21,56,96663.24142
2,85.75660141,836.63,103.6239658,3,85,93464.99669
2,53.42881749,944.57,92.3265223,1,31,91610.06133
2,96.05523169,1113.21,125.1252479,4,57,95083.81207
2,62.98924657,1134.23,41.89394039,17,17,92535.56839
2,77.13790287,60.5,39.83906956,4,46,96848.60058
2,35.1229488,356.83,34.60756333,16,85,93249.42472
2,89.32451266,1945.28,242.476989,17,43,93354.05306
2,73.17374521,1595.3,188.9619399,20,43,95121.21741
2,83.54990319,1683.45,285.539042,14,27,96187.06585
2,102.5025998,1838.86,155.4569743,24,81,93796.97113
2,35.66484143,1391.31,75.2754602,24,59,90969.73429
2,20.17443439,1999.32,142.9319605,24,81,88776.22075
2,61.67024951,1800.47,133.7674097,15,72,90919.67433
2,32.363196,615.85,121.3540509,14,64,94845.98674
2,98.5549653,1926.5,161.4201704,3,47,91390.17734
2,96.52601524,1275.48,102.4535221,24,10,95590.54943
2,25.94421075,1578.78,88.1230417,24,19,93240.60134
2,94.63719753,1440.38,123.9229224,22,89,92860.00782
2,83.51707041,1776.98,160.5901884,7,25,93152.88657
2,31.85134249,557.53,44.08045362,9,18,95669.15329
2,73.11181027,138.53,29.4206628,5,63,96873.03624
2,46.93931688,540.16,19.1327979,21,28,95685.35478
2,77.8512268,1597.74,171.2130065,12,22,95736.3223
2,57.73850129,391.02,40.12517269,15,80,95122.85556
2,47.43692855,1885.65,179.5675528,12,74,90184.41797
2,79.77951663,602.73,107.1970627,15,83,97110.00608
2,42.35994069,1938.99,131.7470771,8,2,90342.29107
2,70.61360032,659.59,122.2240825,8,16,97975.98572
2,39.57510327,786.23,5.290092683,4,23,91330.47184
2,50.85482949,1306.49,158.4771916,3,81,92660.07306
2,76.03505056,164.61,26.7249096,2,89,96065.8431
2,72.50295569,323.41,34.36850685,9,43,96518.35991
2,124.2979657,1467.57,127.4983296,19,43,95570.99506
2,104.6185491,499.52,46.52017735,1,28,96555.10141
2,102.8763472,986.03,84.13709427,23,31,97596.58177
2,40.55848014,1049.39,162.2172351,9,74,91484.04652
2,64.57837708,866.63,58.08929356,11,81,94067.26641
2,59.13077792,575.49,43.72542319,10,11,94515.17939
2,19.83820276,1766.35,248.6939403,20,88,93753.72264
2,64.27680496,313.88,29.6246851,18,64,97044.30111
2,42.71548257,1552.62,251.3366195,2,19,93931.91491
2,117.6283954,1953.64,170.5786149,7,81,92524.71073
2,77.53688573,731.75,134.2282491,2,96,94765.57551
2,61.400421,1839.7,173.255223,6,15,90612.03178
2,89.15774658,971.78,8.236521842,5,25,92296.24724
2,42.02783786,369.45,75.47321533,20,70,98428.14598
2,72.90781018,1130.98,41.14480919,24,71,93384.7927
2,67.53487499,691.01,76.37937772,18,40,96126.53243
2,65.679507,817.18,47.99417682,21,38,97619.06237
2,55.07007433,1537.52,225.4082723,23,87,95940.91426
2,71.42616943,257.75,8.523247256,1,53,95257.21712
2,84.41402137,1168.04,150.9846771,12,44,94696.11577
2,77.5261159,1627.59,143.6309566,21,77,92167.56308
2,106.4541681,1797.19,205.5834387,18,7,94611.12175
2,87.23352376,1233.38,19.65863108,10,57,91874.43234
2,99.59339937,972.64,67.37818466,15,28,95598.53734
2,101.3835732,754.34,115.3608762,2,68,94062.48962
2,83.3897551,1571.01,133.2281526,13,83,91995.90014
2,25.67800181,1274.89,110.4173359,4,21,93351.51322
2,64.48420481,610.7,33.43990441,1,29,95589.42192
2,55.63187503,277.55,82.44846917,15,46,99230.71482
2,104.0238396,444.97,54.9230177,17,40,99198.5597
2,42.09079881,1819.01,165.9120138,2,84,89037.82927
2,56.31191016,332.07,62.03902727,10,4,96468.65032
2,60.87940302,1733.17,185.3965465,1,38,91939.08356
2,80.67681714,1914.3,182.9163523,13,84,89908.83581
2,59.74199924,372.24,110.8531748,18,4,100470.277
2,97.69467101,108.96,6.792023318,24,96,98954.04681
2,32.04189039,271.35,38.3255524,15,29,96350.32502
2,93.95012514,1321.63,126.4524614,13,89,94920.55467
2,34.91822814,310.34,107.3186762,2,43,93520.40356
2,39.02923852,615.68,23.24831991,10,89,91703.87544
2,110.6055234,1129.02,151.4497821,10,56,96350.34472
2,31.36411484,611.63,47.60839239,11,25,95818.04059
2,89.01544015,96.9,13.52121025,21,85,98158.00234
2,22.46779797,1659.21,153.2849862,13,23,91508.60733
2,73.64918702,1875.33,211.3062342,22,67,94922.3171
2,39.68275055,1548.59,97.41689047,22,11,95292.63972
2,40.84385669,1734.51,160.3543069,8,7,90690.67825
2,80.85200357,942.63,4.514715528,16,14,97233.51509
2,59.05978642,1085.6,29.0513232,12,89,90677.38781
2,98.43431349,300.39,120.3692574,12,95,95910.88776
2,49.34807014,336.54,68.1620165,18,60,97279.40683
2,82.94793146,388.29,34.44327641,14,70,95745.98939
2,107.3110468,1867.49,229.9744468,10,91,91955.05903
2,56.54404158,841.81,23.7329385,16,21,94763.79211
2,42.27593796,1373.61,107.8447438,7,64,91349.32579
2,67.99532087,579.68,83.34388047,9,33,94737.34517
2,91.89502452,1662.05,194.1180841,23,27,97242.18736
2,29.10018598,1386.53,150.4335423,16,30,91512.11264
2,56.85104498,1896.88,122.3150941,23,52,93394.10098
2,49.5404752,377.67,57.84370462,18,49,95857.18802
2,113.6441433,708.64,45.98002535,11,75,95310.26086
2,23.21832285,19.52,48.08471505,13,51,98064.91672
2,60.93083009,1469.52,160.160894,11,84,93422.38133
2,43.58239392,1043.91,38.10442231,15,91,89992.71881
2,65.96085164,1977.09,176.173263,13,84,91177.58864
2,65.40505555,1788.46,173.0215982,2,76,91392.61132
2,42.71487415,1074.41,153.0860815,4,93,91626.4781
2,100.4703467,1472.16,176.5509549,20,82,93413.06291
2,15.87732076,646.47,109.8317597,13,58,93776.36332
2,56.22474484,1708.66,224.3869849,17,30,94008.3131
2,79.83909032,1515.02,109.5560719,15,29,92082.9388
2,58.40054797,1365.74,144.4551567,6,19,92769.68442
2,107.079277,1660.18,108.3387087,21,15,95700.12073
2,101.629463,1389.61,47.65218386,3,14,93741.43013
2,38.95581464,184.92,43.24153195,13,50,97886.5507
2,74.06870233,1942.27,237.8327423,22,21,95114.03708
2,103.1764479,995.14,84.54292483,15,30,97554.79245
2,57.95337218,1299.83,96.96725925,10,79,93516.34818
2,65.29731571,995.46,15.97525358,24,10,95633.86502
2,73.37269827,198.82,63.55389621,6,12,97561.0682
2,60.92328639,180.47,126.8075167,5,29,99094.16004
2,105.7486701,1066.09,6.075309782,11,42,95275.5669
2,54.70330355,1371.85,70.29485309,17,84,90033.93258
2,34.02612107,775.11,35.78024787,1,31,92430.27499
2,45.76088914,1806.44,134.3637045,18,53,90293.30692
2,29.19020554,1079.26,108.5006975,5,56,90498.45879
2,62.86125924,401.7,116.8654774,20,40,98941.71863
2,80.84192243,925.02,133.6816643,24,83,98499.12903
2,64.36463904,54.74,31.30646914,9,63,95005.11438
2,77.27244091,1001.87,53.9718648,10,23,95599.33772
2,14.74490566,791.21,68.12173493,6,30,91926.40897
2,19.63299285,1755.68,135.6693873,11,21,88935.7962
2,55.49499769,1272,105.2922135,17,84,93271.91336
2,115.7198067,452.55,81.96041098,11,93,98658.06474
2,48.10414531,1903.14,242.0263068,9,63,91075.0164
2,107.9465231,1844.74,173.8504128,18,84,94879.48723
2,29.16815826,471.74,64.59890569,23,43,98614.35568
2,53.37855343,1888.92,180.9226537,15,55,89727.07031
2,108.271735,1300.45,99.83067718,14,10,96051.61655
2,106.6111309,408.67,24.1447664,16,22,96953.99839
2,51.19850268,1572.82,174.3733375,22,68,93746.29417
2,38.39123733,1554.44,113.2999095,21,19,92312.55139
2,66.8443056,1997.39,188.0582761,19,25,92779.55402
2,99.18006798,1033.06,159.4324641,3,28,94451.73195
2,72.61217395,52.9,2.343768811,17,20,97866.91275
2,72.67384569,1339.02,90.10673715,10,97,90050.54986
2,80.28831164,131.52,32.03160104,12,94,95450.76383
2,88.90409996,1655.82,245.8594231,12,83,92443.17193
2,75.92298684,1776.73,87.31042353,5,40,88719.50133
2,72.77154849,1741.6,175.8541394,24,22,94033.70495
2,51.82318986,1916.65,182.7528313,20,78,92380.72328
2,36.18526396,353.34,89.87729018,12,7,96618.50994
2,27.885003,721.05,114.4399587,7,82,93180.82408
2,68.33701543,1069.51,86.92044441,6,46,94062.69212
2,39.60708486,1392.41,165.6450884,17,38,95320.72089
2,53.70170219,524.18,5.41656549,23,18,95293.22768
2,66.60822426,738.83,19.15767945,19,29,96966.30054
2,107.2221636,1667.2,207.465529,17,91,95697.26877
2,45.07911907,960.51,40.90338112,15,1,95438.63357
2,64.94572162,1614.93,215.485937,11,50,93376.19773
2,41.40119687,1097.21,115.5411361,12,25,92176.8403
2,30.58645222,1664.84,165.79152,12,41,93349.38686
2,59.04516431,1354.22,137.243039,19,42,96128.33201
2,35.27888801,1184.22,17.76036918,1,60,90130.7627
2,26.85335703,708.16,74.51205269,18,11,96965.19455
2,82.75144259,1951.74,204.056968,21,11,92852.43961
2,99.63994856,823.37,78.23385161,23,80,96223.80608
2,85.2213953,877.63,37.90997415,9,57,95333.22731
2,127.5567828,1092.95,99.31160519,16,39,98638.83514
2,96.69410313,685.53,57.59599234,10,15,98583.46495
2,88.24153119,1235,63.29209509,2,29,92817.77766
2,70.19565844,893.88,131.1478077,23,17,97026.40625
3,86.46127998,1898.74,84.37279692,21,30,91028.7827
3,121.8924319,473.21,72.02602034,20,90,100141.593
3,100.1556465,1140.82,153.1593927,7,12,97758.81969
3,145.7586715,1316.89,123.5904573,10,6,98683.6252
3,64.34108828,1392.38,233.8724475,11,59,95654.36921
3,80.72573843,1079.81,130.2866144,3,2,96968.98218
3,92.76621749,872.79,83.58016044,9,14,96774.57926
3,62.34893384,1861.88,194.5272637,23,6,94797.79024
3,109.4883269,347.52,35.58564212,11,43,97514.06996
3,97.76915086,1732.1,265.4339007,2,47,93381.40487
3,87.82756636,769.33,118.4215098,19,53,96851.92045
3,144.7891566,216.82,32.13037157,14,62,99650.28171
3,50.7099261,1204.64,88.8777002,19,48,95587.7167
3,62.74601822,700.47,123.5348063,6,64,95880.09096
3,132.0675568,1201.28,37.80996143,19,29,94744.59141
3,96.66705254,1076.33,16.63277351,9,46,95678.24686
3,117.931863,1127.85,174.4422375,2,74,93762.42034
3,110.615871,1487.28,241.5111896,17,80,97130.86911
3,81.22361279,1490.48,157.5584454,16,6,96579.80299
3,122.2809466,1699.24,158.5684971,19,67,95436.83676
3,61.80547462,527,80.29338452,9,2,97112.36096
3,110.3786591,1851.18,134.2535237,19,27,92630.6255
3,52.13213793,1411.71,135.6160773,5,94,88866.40769
3,110.122436,1833.67,166.9757353,1,40,93900.90308
3,72.29064899,1505.9,166.8592125,23,64,93740.29601
3,168.8002564,1117.04,22.63367359,22,32,99334.06205
3,65.24466968,1248.69,87.03036151,6,9,93480.62637
